,title,rating,no_of_ratings,url,difficulty,prep_time,cook_time,total_time,month_str,month,year,date,ingredient
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,tsp
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,fresh mushroom
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,vegetable stock
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,marsala
98,Hearty mushroom soup,4.3,77.0,https://www.bbcgoodfood.com/recipes/hearty-mushroom-soup,2.0,30.0,30.0,60.0,February,2,2006,2006-02-01 00:00:00,pearl barley
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,heads fennel
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,large leeks
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,butter
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,large potato
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,chicken stock
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,garlic clove
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,double cream
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,walnuts
99,"Leek, fennel & potato soup with cashel blue cheese",,15.0,https://www.bbcgoodfood.com/recipes/leek-fennel-potato-soup-cashel-blue-cheese,1.0,10.0,45.0,55.0,December,12,2018,2018-12-01 00:00:00,Blue cheese
100,Beetroot soup,3.9,25.0,https://www.bbcgoodfood.com/recipes/beetroot-onion-seed-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,cooked beetroot
100,Beetroot soup,3.9,25.0,https://www.bbcgoodfood.com/recipes/beetroot-onion-seed-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,canned lentils
100,Beetroot soup,3.9,25.0,https://www.bbcgoodfood.com/recipes/beetroot-onion-seed-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,small apple
100,Beetroot soup,3.9,25.0,https://www.bbcgoodfood.com/recipes/beetroot-onion-seed-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,crushed garlic clove
100,Beetroot soup,3.9,25.0,https://www.bbcgoodfood.com/recipes/beetroot-onion-seed-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,onion seeds
100,Beetroot soup,3.9,25.0,https://www.bbcgoodfood.com/recipes/beetroot-onion-seed-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,vegetable stock
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,sausages
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,red onion
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,garlic
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,cavolo nero kale
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,cans
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,stock cube
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,lemon
101,"Cavolo nero, meatball & cannellini soup",4.3,19.0,https://www.bbcgoodfood.com/recipes/cavolo-nero-meatball-cannellini-soup,1.0,15.0,25.0,40.0,November,11,2018,2018-11-01 00:00:00,juice
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,spring onions
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,potato
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,garlic clove
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,vegetable stock
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,frozen peas
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,fresh spinach
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,natural yogurt
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,few mint
102,Easy green vegetable soup,4.4,12.0,https://www.bbcgoodfood.com/recipes/easy-green-vegetable-soup,1.0,10.0,15.0,25.0,NA,0,0,0,cress
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,sweet potatoes
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,butternut
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,onions
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,garlic
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,vegetable
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,garlic
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,butter
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,zest lemon
103,Butternut squash and sweet potato soup,,48.0,https://www.bbcgoodfood.com/recipes/sweet-potato-butternut-squash-soup-lemon-garlic-toast,1.0,30.0,60.0,90.0,November,11,2014,2014-11-01 00:00:00,ciabatta loaves
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,pearl barley
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,vegetable oil
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,green chillies
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,bay leaf
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,small cinnamon stick
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,large onion
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,garlic
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,parsnip
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,potato cut
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,paprika
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,red lentils
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,tomatoes
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,small bunch coriander
104,Indian winter soup,4.5,44.0,https://www.bbcgoodfood.com/recipes/indian-winter-soup,1.0,15.0,30.0,45.0,February,2,2011,2011-02-01 00:00:00,lemon juice
105,Miso mushroom & tofu noodle soup,4.4,14.0,https://www.bbcgoodfood.com/recipes/miso-mushroom-tofu-noodle-soup,1.0,10.0,15.0,25.0,February,2,2020,2020-02-01 00:00:00,mixed mushrooms
105,Miso mushroom & tofu noodle soup,4.4,14.0,https://www.bbcgoodfood.com/recipes/miso-mushroom-tofu-noodle-soup,1.0,10.0,15.0,25.0,February,2,2020,2020-02-01 00:00:00,smoked tofu cut
105,Miso mushroom & tofu noodle soup,4.4,14.0,https://www.bbcgoodfood.com/recipes/miso-mushroom-tofu-noodle-soup,1.0,10.0,15.0,25.0,February,2,2020,2020-02-01 00:00:00,brown miso paste
105,Miso mushroom & tofu noodle soup,4.4,14.0,https://www.bbcgoodfood.com/recipes/miso-mushroom-tofu-noodle-soup,1.0,10.0,15.0,25.0,February,2,2020,2020-02-01 00:00:00,dried buckwheat
105,Miso mushroom & tofu noodle soup,4.4,14.0,https://www.bbcgoodfood.com/recipes/miso-mushroom-tofu-noodle-soup,1.0,10.0,15.0,25.0,February,2,2020,2020-02-01 00:00:00,spring onions
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,parsnip
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,carrots
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,turnip swede
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,garlic
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,small bunch
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,whole
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,rest
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,vegetable stock
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,grating
106,Roasted roots & sage soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/roasted-roots-sage-soup,1.0,15.0,45.0,60.0,November,11,2019,2019-11-01 00:00:00,free yogurt
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,butter
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,onions
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,garlic
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,scrumpy cider
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,small potato
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,thyme sprigs
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,thyme
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,chicken stock
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,double cream
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,slices sourdough
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,grated cheddar
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,dried apple
107,Cider & onion soup with cheese & apple toasts,4.7,11.0,https://www.bbcgoodfood.com/recipes/cider-onion-soup-cheese-apple-toasts,1.0,25.0,35.0,60.0,December,12,2019,2019-12-01 00:00:00,spring onion
108,"Creamy smoked salmon, leek & potato soup",4.9,48.0,https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,1.0,15.0,25.0,40.0,December,12,2010,2010-12-01 00:00:00,large knob
108,"Creamy smoked salmon, leek & potato soup",4.9,48.0,https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,1.0,15.0,25.0,40.0,December,12,2010,2010-12-01 00:00:00,large leeks
108,"Creamy smoked salmon, leek & potato soup",4.9,48.0,https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,1.0,15.0,25.0,40.0,December,12,2010,2010-12-01 00:00:00,bay leaf
108,"Creamy smoked salmon, leek & potato soup",4.9,48.0,https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,1.0,15.0,25.0,40.0,December,12,2010,2010-12-01 00:00:00,kg floury potatoes
108,"Creamy smoked salmon, leek & potato soup",4.9,48.0,https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,1.0,15.0,25.0,40.0,December,12,2010,2010-12-01 00:00:00,stock
108,"Creamy smoked salmon, leek & potato soup",4.9,48.0,https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,1.0,15.0,25.0,40.0,December,12,2010,2010-12-01 00:00:00,double cream
108,"Creamy smoked salmon, leek & potato soup",4.9,48.0,https://www.bbcgoodfood.com/recipes/creamy-smoked-salmon-leek-potato-soup,1.0,15.0,25.0,40.0,December,12,2010,2010-12-01 00:00:00,bunch chives
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,lemon
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,Jerusalem artichokes
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,vegetable oil
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,butter
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,onion
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,floury potato
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,vegetable stock
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,grated parmesan
109,Creamy artichoke soup with Parmesan skins,4.8,17.0,https://www.bbcgoodfood.com/recipes/creamy-artichoke-soup-parmesan-skins,1.0,30.0,25.0,55.0,February,2,2016,2016-02-01 00:00:00,rosemary sprig
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,onion
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,celery sticks
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,carrots
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,leeks
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,bay leaf
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,medium chicken
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,lemon
110,Slow cooker chicken soup,3.6,21.0,https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-soup,1.0,15.0,360.0,375.0,May,5,2020,2020-05-01 00:00:00,crusty bread
111,Curried spinach & lentil soup,,14.0,https://www.bbcgoodfood.com/recipes/curried-spinach-lentil-soup,1.0,10.0,45.0,55.0,September,9,2019,2019-09-01 00:00:00,onion
111,Curried spinach & lentil soup,,14.0,https://www.bbcgoodfood.com/recipes/curried-spinach-lentil-soup,1.0,10.0,45.0,55.0,September,9,2019,2019-09-01 00:00:00,dried brown lentils
111,Curried spinach & lentil soup,,14.0,https://www.bbcgoodfood.com/recipes/curried-spinach-lentil-soup,1.0,10.0,45.0,55.0,September,9,2019,2019-09-01 00:00:00,salt veg stock
111,Curried spinach & lentil soup,,14.0,https://www.bbcgoodfood.com/recipes/curried-spinach-lentil-soup,1.0,10.0,45.0,55.0,September,9,2019,2019-09-01 00:00:00,large bunch coriander
111,Curried spinach & lentil soup,,14.0,https://www.bbcgoodfood.com/recipes/curried-spinach-lentil-soup,1.0,10.0,45.0,55.0,September,9,2019,2019-09-01 00:00:00,cashew nuts
111,Curried spinach & lentil soup,,14.0,https://www.bbcgoodfood.com/recipes/curried-spinach-lentil-soup,1.0,10.0,45.0,55.0,September,9,2019,2019-09-01 00:00:00,lemons
111,Curried spinach & lentil soup,,14.0,https://www.bbcgoodfood.com/recipes/curried-spinach-lentil-soup,1.0,10.0,45.0,55.0,September,9,2019,2019-09-01 00:00:00,spinach
112,Chinese chicken noodle soup with peanut sauce,4.9,13.0,https://www.bbcgoodfood.com/recipes/chinese-chicken-noodle-soup-peanut-sauce,1.0,15.0,30.0,45.0,March,3,2018,2018-03-01 00:00:00,boneless chicken thighs
