title,rating,no_of_ratings,url,author,servings,difficulty,prep_time,cook_time,total_time,year,month,ingredients,date
Turkey minestrone,4.9,6.0,https://www.bbcgoodfood.com/recipes/turkey-minestrone,Sophie Godwin – Cookery writer,6.0,1.0,15.0,40.0,55.0,2015,12,"2 tsp olive oil, 100g smoked bacon lardons, 1 red onion finely chopped, 1 carrot finely chopped, 1 celery stick finely chopped, 2 garlic cloves finely chopped, 2 bay leaves, 2 thyme sprigs, 300g celeriac (or any other root veg), cut into cubes, 200g potato cut into cubes, 400g can borlotti beans drained and rinsed, 1 ½l chicken stock or turkey stock, (fresh is best), 350g cooked turkey, 100g orzo, 75g curly kale shredded",2015-12-01 00:00:00
"Walkers' wild mushroom, bacon & barley broth",4.4,26.0,https://www.bbcgoodfood.com/recipes/walkers-wild-mushroom-bacon-barley-broth,Good Food team,6.0,1.0,20.0,75.0,95.0,2010,1,"200g pack bacon lardons or rashers, 2 onions, 4 medium carrots, 3 celery sticks, 2 garlic cloves crushed, 1 sprig rosemary and thyme, 30g pack dried porcini or dried mixed wild mushrooms, 1 glass white wine, 1 ½l chicken stock, 175g pearl barley well rinsed, 1 small head spring greens or chunk of Savoy cabbage, parmesan or any strong hard cheese, grated, to serve",2010-01-01 00:00:00
Green chowder with prawns,,4.0,https://www.bbcgoodfood.com/recipes/green-chowder-prawns,Lulu Grimes,4.0,1.0,10.0,20.0,30.0,2019,3,"1 tbsp olive oil, 1 onion finely chopped, 1 celery stick finely chopped, 1 garlic clove, 300g petit pois, 200g pack sliced kale, 2 potatoes finely chopped, 1 low-salt chicken stock cube (we used Kallo), 100g cooked North Atlantic prawns",2019-03-01 00:00:00
Fresh & light chowder,4.7,30.0,https://www.bbcgoodfood.com/recipes/fresh-light-chowder,Good Food team,4.0,1.0,10.0,40.0,50.0,2009,11,"100g smoked haddock fillets and 100g unsmoked, skin on, 500ml skimmed milk, 500ml vegetable stock, 2 thyme sprigs, 1 tsp vegetable oil, 1 onion finely chopped, 1 garlic clove finely chopped, 1 leek sliced, 1 large sweet potato diced, 200g can sweetcorn in water, drained, 50g red lentils, small handful parsley chopped, crusty bread to serve",2009-11-01 00:00:00
Cornish crab bisque with lemony croutons,,4.0,https://www.bbcgoodfood.com/recipes/cornish-crab-bisque-lemony-croutons,Good Food team,4.0,1.0,25.0,35.0,60.0,2014,2,"2 tbsp olive or  rapeseed oil plus a little to serve, 1 onion chopped, 1 fennel bulb fronds picked and reserved, bulb chopped, 1 carrot chopped, 2 bay leaves, 1 garlic clove crushed, 1 tbsp tomato purée, 200g crabmeat (half brown meat, half white meat) or 1 medium whole crab, pinch of  saffron, 3 tbsp brandy, 1l good-quality  fish stock (or make your own if using a whole crab - see tip, below), 100ml double cream, zest 1  lemon plus a squeeze of juice, 2 slices white bread crusts removed, cut into croutons",2014-02-01 00:00:00
Smoked mackerel chowder with hedgehog garlic bread,4.4,17.0,https://www.bbcgoodfood.com/recipes/smoked-mackerel-chowder-hedgehog-garlic-bread-0,Cassie Best,4.0,1.0,10.0,25.0,35.0,2014,10,"4 garlic cloves crushed, 50g butter plus a large knob for the chowder, softened, 1 small round loaf of bread, 1 tsp vegetable oil for cooking, 4 celery sticks, finely chopped, plus a few leaves to serve, 1 onion finely chopped, 3 tbsp plain flour, 600ml whole milk, 2 large potatoes cut into cubes, 200g pack smoked peppered mackerel flaked, 200g frozen sweetcorn",2014-10-01 00:00:00
Springtime minestrone,4.4,15.0,https://www.bbcgoodfood.com/recipes/springtime-minestrone,Good Food team,4.0,1.0,5.0,5.0,10.0,2008,5,"200g mixed green vegetable (we used asparagus, broad beans and spring onions), 700ml hot vegetable stock, 140g cooked pasta (spaghetti works well, chopped into small pieces), 215g can butter beans rinsed and drained, 3 tbsp green pesto",2008-05-01 00:00:00
Easy miso soup,1.7,23.0,https://www.bbcgoodfood.com/recipes/easy-miso-soup,Good Food team,1.0,1.0,4.0,0.0,4.0,2004,9,"sachet of Japanese miso  soup, dash of soy sauce, 1 tbsp diced silken  tofu, a good sprig of watercress",2004-09-01 00:00:00
Green cucumber & mint gazpacho,4.3,16.0,https://www.bbcgoodfood.com/recipes/green-cucumber-mint-gazpacho,Good Food team,2.0,1.0,20.0,0.0,20.0,2011,8,"1 cucumber halved lengthways, deseeded and roughly chopped, 1 yellow pepper deseeded and roughly chopped, 2 garlic cloves crushed, 1 small avocado chopped, bunch spring onions chopped, small bunch mint chopped, 150ml pot fat-free natural yogurt, 2 tbsp white wine vinegar, few shakes green Tabasco sauce, snipped chives to serve",2011-08-01 00:00:00
New England clam chowder,,2.0,https://www.bbcgoodfood.com/recipes/new-england-clam-chowder,Elena Silcock,4.0,1.0,15.0,50.0,65.0,2018,1,"2kg clams, 1 bay leaf, 500g potatoes peeled and cut into cubes around 1cm, 300g parsnips cut into 1cm cubes, ½ tbsp olive oil, 100g unsmoked  bacon lardons, 1 onion finely chopped, 100g crème fraîche, lemon to taste, chives to serve",2018-01-01 00:00:00
Smoked haddock & leek chowder,4.9,36.0,https://www.bbcgoodfood.com/recipes/smoked-haddock-leek-chowder,Jo Pratt,4.0,1.0,40.0,0.0,40.0,2005,2,"600g natural (undyed) smoked haddock, 500ml milk, 1 tbsp olive oil, 150g lardons (diced bacon), or chopped streaky bacon, 2 sticks of  celery thinly sliced, 3 medium  leeks washed and sliced, 2 bay leaves, 2 medium  potatoes peeled and diced into small cubes, 500ml fish or  chicken stock, 125g frozen  sweetcorn thawed, 142ml carton single cream, 2 tbsp roughly chopped fresh  parsley",2005-02-01 00:00:00
Green bean minestrone,4.5,14.0,https://www.bbcgoodfood.com/recipes/green-bean-minestrone,Lulu Grimes,4.0,1.0,20.0,30.0,50.0,2010,6,"1 onion finely chopped, 1 garlic clove finely chopped, 1 carrot finely chopped, 1 celery stick, finely chopped, 2 tbsp olive oil, 70g pack cubetti di pancetta (optional), 1 bay leaf, 1 ½l vegetable or chicken stock, 100g small pasta shapes, such as stelline or orzo, 300g mixed runner, green and podded broad beans, 100g/4oz spring cabbage shredded, 4 tbsp pesto, crusty bread to serve",2010-06-01 00:00:00
Clam chowder,4.4,8.0,https://www.bbcgoodfood.com/recipes/clam-chowder,Barney Desmazery,4.0,2.0,10.0,35.0,45.0,0,0,"1½ kg clams or a mixture of clams and cockles , 50g butter, 150g unsmoked bacon lardons, cubed pancetta or chopped streaky bacon , 1 onion finely chopped, sprig of thyme, 1 bay leaf, 1 tbsp plain flour, 150ml milk, 150ml double cream, 2 medium potatoes – about 250 grams, cut into cubes, chopped parsley and crusty bread to serve",0
Winter minestrone with pesto croûtes,4.8,69.0,https://www.bbcgoodfood.com/recipes/winter-minestrone-pesto-croutes,Mary Cadogan,4.0,1.0,15.0,40.0,55.0,2006,2,"2 tbsp olive oil, 1 onion chopped, 100g unsmoked lardons or chopped streaky bacon, 2 large carrots chopped, 2 sticks celery chopped, 1 medium  potato chopped, 2 garlic cloves finely chopped or crushed, 400g can chopped tomatoes, 1l vegetable stock (from granules or a cube), 2 tsp chopped  sage leaves, or 1 tsp dried, few  cabbage leaves, shredded, 400g can haricot bean, slices of crusty bread, 3 tbsp olive oil, 1 tbsp pesto",2006-02-01 00:00:00
Slow cooker bone broth,3.9,6.0,https://www.bbcgoodfood.com/recipes/slow-cooker-bone-broth,Good Food team,4.0,1.0,30.0,2160.0,2190.0,2017,9,"Beef, veal bones and or chicken, ask your butcher what they have, 2 carrots roughly chopped, 1 leek roughly chopped, 1 celery stick roughly chopped, juice 1 lemon, 1 bay leaf",2017-09-01 00:00:00
Salmorejo,4.3,4.0,https://www.bbcgoodfood.com/recipes/salmorejo-0,Good Food team,4.0,1.0,15.0,0.0,15.0,2014,8,"2 slices white bread, 8 large ripe tomatoes roughly chopped, 1 green pepper deseeded and roughly chopped, 3 garlic cloves roughly chopped, 75ml extra virgin olive oil plus extra for drizzling, ½ green pepper finely sliced",2014-08-01 00:00:00
Borsch,3.4,6.0,https://www.bbcgoodfood.com/recipes/borsch,Olia Hercules,4.0,1.0,20.0,120.0,140.0,0,0,"1kg fatty beef shin (left in large chunks), 1 onion peeled and left whole, 2.2kg potatoes peeled and chopped, 2 tbsp sunflower oil, 1 onion finely diced, 1 carrot roughly grated, 200g beetroot peeled and chopped into matchsticks, 1 red pepper chopped (optional), ½ x 400g can chopped tomatoes, 6 prunes pitted (we used French Agen prunes), ½ white cabbage shredded, 400g can red kidney beans drained and rinsed, 100ml soured cream or crème fraîche to serve, ½ bunch dill chopped, crusty bread to serve",0
Chinese pork one-pot,3.8,22.0,https://www.bbcgoodfood.com/recipes/chinese-pork-one-pot,Good Food team,4.0,1.0,15.0,0.0,15.0,2006,12,"400g pork tenderloin cut into long thin strips, 600ml chicken stock, 1 tbsp soy sauce, 2 tsp Chinese five-spice powder, large knob of ginger peeled and cut into matchsticks, 200g pack  baby leaf green quartered, 1 red chilli deseeded and finely chopped or 1 tsp chilli flakes, bunch  spring onions whites and greens sliced",2006-12-01 00:00:00
Curried vegetable broth,4.7,6.0,https://www.bbcgoodfood.com/recipes/curried-vegetable-broth,Good Food team,4.0,1.0,20.0,30.0,50.0,2006,12,"1 tbsp olive oil, 1 medium onion finely chopped, 2 medium sticks celery chopped, 1 large potato chopped, 2 carrots chopped, 1 parsnip chopped into large chunks, 2 tbsp mild vegetarian curry paste, 1 tbsp plain flour, 850ml vegetable stock, 15g butter, 1 large onion finely sliced, 2 tbsp chopped fresh coriander",2006-12-01 00:00:00
Rye sourdough starter,3.9,12.0,https://www.bbcgoodfood.com/recipes/rye-sourdough-starter,Barney Desmazery,,1.0,15.0,0.0,15.0,0,0,250g wholemeal rye flour,0
Fennel & pancetta minestrone,4.4,3.0,https://www.bbcgoodfood.com/recipes/fennel-pancetta-minestrone,Elena Silcock,2.0,1.0,15.0,30.0,45.0,2017,6,"77g pack smoked pancetta lardons, small bunch spring onions thinly sliced, 1 garlic clove crushed, 1 tsp fennel seeds, 2 fennel bulbs halved lengthways and sliced, fronds reserved to serve, 1l low-salt chicken stock, 100g macaroni (or another small pasta), 100g frozen peas, 2 tbsp pesto to serve, crusty bread to serve",2017-06-01 00:00:00
Gazpacho with runner bean tempura & pickled coriander seeds,,,https://www.bbcgoodfood.com/recipes/gazpacho-runner-bean-tempura-pickled-coriander-seeds,Rosie Birkett,4.0,2.0,30.0,10.0,40.0,2017,8,"25ml white wine vinegar, 1 tsp sherry vinegar, 1 tbsp caster sugar, 1kg tomatoes, 200g cucumber peeled and deseeded, 2 tsp capers, 2 garlic cloves, 1 red chilli deseeded, 2 tbsp extra virgin olive oil, 150ml vegetable oil, 100g runner beans stringed, cut in half, then sliced lengthways (discarding tough beans from inside), 90g plain flour, ½ tsp cumin seeds, ½ egg beaten, 200ml ice-cold sparkling water",2017-08-01 00:00:00
Corn chowder,4.2,7.0,https://www.bbcgoodfood.com/recipes/corn-chowder-garlic-croutons,Good Food team,4.0,1.0,10.0,30.0,40.0,2006,12,"25g butter, 1 small  onion finely chopped, 1 small  garlic clove crushed   , 1 stick celery chopped , 1 small  green pepper deseeded and cubed, 1 large potato cubed, 600ml semi-skimmed milk, 300ml vegetable stock, 300g can  sweetcorn drained and rinsed, few drops  Tabasco sauce, 2 thick slices bread crusts removed and cubed, 2 garlic cloves crushed   , 2 tbsp olive oil",2006-12-01 00:00:00
Tortellini & pesto minestrone,4.2,9.0,https://www.bbcgoodfood.com/recipes/tortellini-pesto-minestrone,Good Food team,4.0,1.0,5.0,5.0,10.0,2010,5,"1 ½l strong vegetable stock, 500g pack spinach & ricotta tortellini, 500g spring greens washed and finely shredded, 140g peas (frozen or fresh), 4 tbsp pesto",2010-05-01 00:00:00
Gazpacho,3.5,20.0,https://www.bbcgoodfood.com/recipes/gazpacho,Mary Cadogan,8.0,1.0,25.0,0.0,25.0,2011,7,"1 red onion chopped, 2 garlic cloves finely chopped, 1 red pepper deseeded and chopped, 4 ripe tomatoes chopped, 1 slice white bread crusts removed and torn, 500ml passata, 300ml / half pint vegetable stock, 5 tbsp olive oil plus extra, 4 tbsp wine vinegar, 1 tsp Tabasco or harissa, 1 tsp sugar, basil leaves to serve",2011-07-01 00:00:00
Spicy vegetable & quinoa one-pot,3.6,60.0,https://www.bbcgoodfood.com/recipes/spicy-vegetable-quinoa-one-pot,Good Food team,4.0,1.0,5.0,15.0,20.0,2006,11,"1 onion sliced, 4 tbsp vegetarian korma or Madras curry paste, 1l milk, 750g frozen mixed vegetable, 175g quinoa rinsed",2006-11-01 00:00:00
Watercress & artichoke soup,,0.0,https://www.bbcgoodfood.com/recipes/watercress-artichoke-soup,Sara Buenfeld,2.0,1.0,5.0,8.0,13.0,2014,8,"100g potato grated skin and all, 8 spring onions chopped, 500ml reduced-salt vegetable (or chicken) stock, 2 x 85g bags watercress a few sprigs reserved, 150ml buttermilk, 5 canned artichoke hearts rinsed to remove excess salt, 1 chopped",2014-08-01 00:00:00
Italian sausage & pasta pot,3.5,12.0,https://www.bbcgoodfood.com/recipes/italian-sausage-pasta-pot,Good Food team,4.0,1.0,10.0,25.0,35.0,2011,11,"1 tbsp olive oil, 8 Italian sausages, 2.8l hot chicken stock, 400g penne pasta, 2 carrots thinly sliced, 2 onions thinly sliced, 3 celery sticks, thinly sliced, 140g green beans cut into 5cm/2in lengths, handful flat-leaf parsley chopped",2011-11-01 00:00:00
Robert Carrier's Moroccan harira,4.2,7.0,https://www.bbcgoodfood.com/recipes/robert-carriers-moroccan-harira,Good Food team,6.0,2.0,165.0,0.0,165.0,2003,3,"100g dried chickpeas soaked overnight and drained, 100g Puy lentils, 450g ready-diced lamb cut into 1cm cubes, 1 large Spanish onion finely chopped, 1 tsp turmeric, ½ tsp ground cinnamon, ½ tsp each ground ginger, saffron strands and paprika, 50g butter, 100g long grain rice, 2 tbsp chopped fresh coriander, 4 tbsp chopped fresh flatleaf parsley, 4 large ripe tomatoes skinned, seeded and chopped, lemon quarters, to serve",2003-03-01 00:00:00
Courgette soup with parmesan and burnt chilli marshmallow,,0.0,https://www.bbcgoodfood.com/recipes/courgette-soup-parmesan-and-burnt-chilli-marshmallow,Good Food team,4.0,2.0,65.0,60.0,125.0,0,0,"3 tbsp corn flour sieved, 1 tbsp vegetable oil, 5 sheets of gelatine, 70ml water, 210g caster sugar, 1 tbsp liquid glucose, 80g egg white, 2 tbsp olive oil, 1 large white onion finely sliced, 3 sprigs rosemary leaves chopped, 2 garlic cloves finely chopped, 1kg courgettes finely sliced, 700ml vegetable stock, 30g parmesan grated, 40g hazelnuts roughly chopped",0
Chunky fish chowder,4.5,19.0,https://www.bbcgoodfood.com/recipes/chunky-fish-chowder,Lesley Waters,2.0,1.0,15.0,25.0,40.0,2006,1,"2 tsp olive oil, 2 leeks finely sliced, 550g potato cut into small cubes, 1l fish stock, 1 lemon zest only, 300ml whole  milk, 330g can sweetcorn rinsed and drained, 250g skinless, boneless  salmon cut into chunks, 250g skinless, boneless white  fish cut into chunks, handful chives snipped with scissors, 2 tbsp double cream (optional)",2006-01-01 00:00:00
Cappuccino of white beans,,2.0,https://www.bbcgoodfood.com/recipes/cappuccino-white-beans,Gordon Ramsay,,1.0,135.0,0.0,135.0,2004,1,"250g dry  cannellini bean or haricot beans, soaked overnight and drained, 1small onion roughly chopped, 1small carrot roughly chopped, 1 bay leaf and a sprig of fresh thyme, 1l vegetable stock, 100g fresh  wild mushroom (such as ceps or morels) or chestnut mushrooms, sliced thinly, 1 tbsp olive oil, 25g butter plus an extra knob of cold butter, 142ml carton double cream, a few drops of truffle oil optional, but good",2004-01-01 00:00:00
Essence of tomatoes,4.8,5.0,https://www.bbcgoodfood.com/recipes/essence-tomatoes,Raymond Blanc,4.0,1.0,50.0,0.0,50.0,2005,6,"2 ½kg cherry vine-ripened tomato roughly chopped, 1 stick  celery finely chopped, 1 small  shallot finely chopped, half  fennel bulb, finely chopped, 1 small garlic clove finely chopped, 2 sprigs thyme roughly chopped, 4 leaves  tarragon roughly chopped, handful  basil leaves, roughly chopped, 1 tbsp  golden caster sugar, 2 pinches  cayenne pepper, 5 drops Worcestershire sauce, 4 basil leaves, finely sliced, plus 4 small sprigs, 6 large plum  vine tomatoes skinned, seeded and finely diced, good-quality extra-virgin olive oil",2005-06-01 00:00:00
Quick gazpacho,3.7,12.0,https://www.bbcgoodfood.com/recipes/quick-gazpacho,Good Food team,1.0,1.0,10.0,0.0,10.0,2007,7,"250g passata, 1 red pepper deseeded and chopped, 1 red chilli deseeded and chopped, 1 garlic clove crushed , 1 tsp sherry vinegar, juice ½ lime",2007-07-01 00:00:00
Rich paprika seafood bowl,3.8,11.0,https://www.bbcgoodfood.com/recipes/rich-paprika-seafood-bowl,Good Food team,4.0,1.0,10.0,20.0,30.0,2008,2,"1 tbsp olive oil, 2 onions halved and thinly sliced, 2 celery stalks, finely chopped, large bunch flat-leaf parsley leaves and stalks separated, 2-3 tsp paprika, 200g roasted red pepper drained weight, thickly sliced, 400g can chopped tomato with garlic, 400g white fish fillet, cut into very large chunks, few fresh mussels (optional)",2008-02-01 00:00:00
Cheesy bonfire bread,4.4,20.0,https://www.bbcgoodfood.com/recipes/cheesy-bonfire-bread,Lesley Waters,6.0,1.0,10.0,30.0,40.0,2005,11,"200g wholemeal flour, 200g plain flour plus extra for dusting, 1 tsp bicarbonate of soda, 2 tsp cream of tartar, 1 tsp salt, 1 tsp caster sugar, 25g butter melted, 300ml milk at room temperature, 175g cheddar coarsely grated, 3 tbsp pumpkin seeds, 85g ready-roasted  pepper from a jar, drained and chopped",2005-11-01 00:00:00
Tomato consommé with Lancashire cheese on toast,,2.0,https://www.bbcgoodfood.com/recipes/tomato-consomme-lancashire-cheese-toast,Good Food team,6.0,2.0,40.0,145.0,185.0,2010,7,"3kg ripe plum tomato quartered, 175ml white wine, 750ml tomato juice, 3 garlic cloves sliced, 2 large shallots finely diced, 2 tsp salt, 1 ½ tsp caster sugar, 18 baby plum tomatoes peeled, squeeze lemon juice, ¼ tsp icing sugar, 25g butter plus an extra 15g, 25g plain flour, 100ml milk, 175g Lancashire cheese such as Leagram's organic, grated, 1 medium egg yolk, 100ml pale ale such as Bowland Brewery Sky Dancer, ½ tsp English mustard, 2 tsp Worcestershire sauce, 6 slices medium white bread from a sliced loaf, crusts removed, each slice halved lengthways into rectangles approx 3.5cm wide x 9cm long",2010-07-01 00:00:00
Japanese tofu noodle bowl,2.8,16.0,https://www.bbcgoodfood.com/recipes/japanese-tofu-noodle-bowl,Celia Brooks Brown,4.0,1.0,15.0,15.0,30.0,2010,5,"3 tbsp tamari or  dark soy sauce, 2 tbsp seasoned rice vinegar, 1 tbsp mirin or 2 tsp caster sugar, 200g firm tofu drained, patted dry and cut into 8 cubes, cornflour for coating, sunflower oil for frying, 1 bunch asparagus base of stalks snapped off, cut diagonally into about 4 pieces, 50g fresh or frozen edamame beans, 50g frozen peas, small piece  ginger grated, 400g pack straight-to-wok udon noodles, coriander leaves, to garnish, chilli oil, to serve",2010-05-01 00:00:00
"Chicken, lentil & sweetcorn chowder",3.4,12.0,https://www.bbcgoodfood.com/recipes/chicken-lentil-sweetcorn-chowder,Good Food team,4.0,1.0,10.0,25.0,35.0,2010,2,"4 spring onions trimmed and thinly sliced, 850ml chicken stock, 250g potatoes diced, 300ml skimmed milk, 250g skinless, boneless chicken breast, cut into small pieces, 140g frozen or canned sweetcorn, 410g can Puy lentils or green lentils, rinsed and drained, chopped chives to serve (optional)",2010-02-01 00:00:00
"Creamy chilled basil, pea & lettuce soup",,,https://www.bbcgoodfood.com/recipes/creamy-chilled-basil-pea-lettuce-soup,Good Food team,4.0,1.0,15.0,0.0,15.0,2005,6,"300g fresh or frozen peas, 1 large bunch basil leaves only, 1 head soft  lettuce core removed and shredded, 850ml cold  vegetable stock, 200ml pot  crème fraîche",2005-06-01 00:00:00
